Index,Dataset,Isoclass,Cell 1,Cell 2,Cell 3,Class 1,Class 2,Class 3,Spatial Domain 1,Spatial Domain 2,Spatial Domain 3,Brainmap Layer 1,Brainmap Layer 2,Brainmap Layer 3,Anatomical Class 1,Anatomical Class 2,Anatomical Class 3
2389,Synapse 4,6,AIZL,AIBL,AVER,AIZ,AIB,AVE,Taxis,Taxis,Anterior,3,3,3,IN3,IN2,IN1
2390,Synapse 4,6,AIZL,AIAL,AVER,AIZ,AIA,AVE,Taxis,Taxis,Anterior,3,2,3,IN3,IN3,IN1
2391,Synapse 4,6,AIZL,ASEL,AVER,AIZ,ASE,AVE,Taxis,Taxis,Anterior,3,1,3,IN3,SN6,IN1
2392,Synapse 4,6,AWAL,AIZL,AFDL,AWA,AIZ,AFD,Taxis,Taxis,Taxis,1,3,1,SN6,IN3,SN6
2393,Synapse 4,6,AIZL,AIYL,RIBL,AIZ,AIY,RIB,Taxis,Taxis,Taxis,3,2,3,IN3,IN3,IN2
2394,Synapse 4,6,AIZL,ASEL,SMBVL,AIZ,ASE,SMBV,Taxis,Taxis,Sublateral,3,1,3,IN3,SN6,SMN
2395,Synapse 4,6,AIZL,ASEL,RIAL,AIZ,ASE,RIA,Taxis,Taxis,Anterior,3,1,3,IN3,SN6,IN2
2396,Synapse 4,6,AIZL,ASEL,SMBDL,AIZ,ASE,SMBD,Taxis,Taxis,Sublateral,3,1,3,IN3,SN6,SMN
2397,Synapse 4,6,AIZL,SMBVL,AIAL,AIZ,SMBV,AIA,Taxis,Sublateral,Taxis,3,3,2,IN3,SMN,IN3
2398,Synapse 4,6,AIZL,RIAL,AIAL,AIZ,RIA,AIA,Taxis,Anterior,Taxis,3,3,2,IN3,IN2,IN3
2399,Synapse 4,6,AIZL,SMBDL,AIAL,AIZ,SMBD,AIA,Taxis,Sublateral,Taxis,3,3,2,IN3,SMN,IN3
2400,Synapse 4,6,AIZL,SMBVL,AIBL,AIZ,SMBV,AIB,Taxis,Sublateral,Taxis,3,3,3,IN3,SMN,IN2
2401,Synapse 4,6,AIZL,RIAL,AIBL,AIZ,RIA,AIB,Taxis,Anterior,Taxis,3,3,3,IN3,IN2,IN2
2402,Synapse 4,6,AIZL,SMBDL,AIBL,AIZ,SMBD,AIB,Taxis,Sublateral,Taxis,3,3,3,IN3,SMN,IN2
2403,Synapse 4,6,AIZL,SMBVL,SMBDL,AIZ,SMBV,SMBD,Taxis,Sublateral,Sublateral,3,3,3,IN3,SMN,SMN
2404,Synapse 4,6,AIZL,SMBDL,RIAL,AIZ,SMBD,RIA,Taxis,Sublateral,Anterior,3,3,3,IN3,SMN,IN2
2405,Synapse 4,6,AIZL,SMBVL,RIAL,AIZ,SMBV,RIA,Taxis,Sublateral,Anterior,3,3,3,IN3,SMN,IN2
2406,Synapse 4,6,SMBVL,SAADL,RMEV,SMBV,SAAD,RMEV,Sublateral,Lateral,Anterior,3,3,3,SMN,IN2,HMN
2407,Synapse 4,6,SIADL,RIAL,RMDVL,SIAD,RIA,RMDV,Sublateral,Anterior,Anterior,3,3,3,SMN,IN2,HMN
2408,Synapse 4,6,SIADL,RIAL,RMDDL,SIAD,RIA,RMDD,Sublateral,Anterior,Anterior,3,3,3,SMN,IN2,HMN
2409,Synapse 4,6,SIADL,RMDVR,RIAL,SIAD,RMDV,RIA,Sublateral,Anterior,Anterior,3,3,3,SMN,HMN,IN2
2410,Synapse 4,6,SIADL,RMDDR,RIAL,SIAD,RMDD,RIA,Sublateral,Anterior,Anterior,3,3,3,SMN,HMN,IN2
2411,Synapse 4,6,RMDDR,RIAL,RMDDL,RMDD,RIA,RMDD,Anterior,Anterior,Anterior,3,3,3,HMN,IN2,HMN
2412,Synapse 4,6,RMDDR,RMDVR,RIAL,RMDD,RMDV,RIA,Anterior,Anterior,Anterior,3,3,3,HMN,HMN,IN2
2413,Synapse 4,6,RMDVR,RIAL,RMDVL,RMDV,RIA,RMDV,Anterior,Anterior,Anterior,3,3,3,HMN,IN2,HMN
2414,Synapse 4,6,RIAL,RMDDL,RMDVL,RIA,RMDD,RMDV,Anterior,Anterior,Anterior,3,3,3,IN2,HMN,HMN
2415,Synapse 4,6,AQR,BAGL,RIAL,AQR,BAG,RIA,Avoidance,Taxis,Anterior,1,1,3,SN4,SN4,IN2
2416,Synapse 4,6,AQR,PVCL,RIAL,AQR,PVC,RIA,Avoidance,Avoidance,Anterior,1,3,3,SN4,IN1,IN2
2417,Synapse 4,6,AQR,PVPL,RIAL,AQR,PVP,RIA,Avoidance,Avoidance,Anterior,1,3,3,SN4,IN3,IN2
2418,Synapse 4,6,URXL,RICL,RIAL,URX,RIC,RIA,Unclassified,Sublateral,Anterior,1,3,3,SN4,IN2,IN2
2419,Synapse 4,6,RIH,OLQVL,RIAL,RIH,OLQV,RIA,Anterior,Anterior,Anterior,3,1,3,IN4,SN1,IN2
2420,Synapse 4,6,RIBL,RIAL,AVER,RIB,RIA,AVE,Taxis,Anterior,Anterior,3,3,3,IN2,IN2,IN1
2421,Synapse 4,6,URXL,AUAL,RICL,URX,AUA,RIC,Unclassified,Taxis,Sublateral,1,3,3,SN4,IN3,IN2
2422,Synapse 4,6,AINR,AUAL,AFDL,AIN,AUA,AFD,Taxis,Taxis,Taxis,2,3,1,IN1,IN3,SN6
2423,Synapse 4,6,AVHL,RIR,SMBVR,AVH,RIR,SMBV,Avoidance,Unclassified,Sublateral,3,3,3,IN1,IN4,SMN
2424,Synapse 4,6,RMED,SAAVR,SMBDL,RMED,SAAV,SMBD,Anterior,Lateral,Sublateral,3,3,3,HMN,IN2,SMN
2425,Synapse 4,6,SMBDL,RICL,SMDDR,SMBD,RIC,SMDD,Sublateral,Sublateral,Lateral,3,3,3,SMN,IN2,SMN
2426,Synapse 4,6,SMBDL,RICL,SMDVR,SMBD,RIC,SMDV,Sublateral,Sublateral,Lateral,3,3,3,SMN,IN2,SMN
2427,Synapse 4,6,SMBDL,RICL,SMDDL,SMBD,RIC,SMDD,Sublateral,Sublateral,Lateral,3,3,3,SMN,IN2,SMN
2428,Synapse 4,6,AWAL,AWBL,AFDL,AWA,AWB,AFD,Taxis,Taxis,Taxis,1,1,1,SN6,SN6,SN6
2429,Synapse 4,6,ADLL,ASEL,AVDR,ADL,ASE,AVD,Taxis,Taxis,Avoidance,1,1,3,SN5,SN6,IN2
2430,Synapse 4,6,ADLL,AWCL,ASEL,ADL,AWC,ASE,Taxis,Taxis,Taxis,1,1,1,SN5,SN6,SN6
2431,Synapse 4,6,ADLL,AVDR,AIAL,ADL,AVD,AIA,Taxis,Avoidance,Taxis,1,3,2,SN5,IN2,IN3
2432,Synapse 4,6,ADLL,AVDR,AIBL,ADL,AVD,AIB,Taxis,Avoidance,Taxis,1,3,3,SN5,IN2,IN2
2433,Synapse 4,6,ADLL,AWCL,AVDR,ADL,AWC,AVD,Taxis,Taxis,Avoidance,1,1,3,SN5,SN6,IN2
2434,Synapse 4,6,PVCL,AVDR,AVER,PVC,AVD,AVE,Avoidance,Avoidance,Anterior,3,3,3,IN1,IN2,IN1
2435,Synapse 4,6,AWCL,AIAR,AIBL,AWC,AIA,AIB,Taxis,Taxis,Taxis,1,2,3,SN6,IN3,IN2
2436,Synapse 4,6,AWCL,AIAR,AIYL,AWC,AIA,AIY,Taxis,Taxis,Taxis,1,2,2,SN6,IN3,IN3
2437,Synapse 4,6,AWCL,AIYL,AIBL,AWC,AIY,AIB,Taxis,Taxis,Taxis,1,2,3,SN6,IN3,IN2
2438,Synapse 4,6,DVC,RIBL,AIBL,DVC,RIB,AIB,Lateral,Taxis,Taxis,3,3,3,IN2,IN2,IN2
2439,Synapse 4,6,DVC,RMFL,AIBL,DVC,RMF,AIB,Lateral,Lateral,Taxis,3,3,3,IN2,IN1,IN2
2440,Synapse 4,6,ADAR,AVJL,AIBL,ADA,AVJ,AIB,Avoidance,Avoidance,Taxis,3,2,3,IN3,IN2,IN2
2441,Synapse 4,6,SAADL,SMDDR,AIBL,SAAD,SMDD,AIB,Lateral,Lateral,Taxis,3,3,3,IN2,SMN,IN2
2442,Synapse 4,6,SAADL,SMDVR,AIBL,SAAD,SMDV,AIB,Lateral,Lateral,Taxis,3,3,3,IN2,SMN,IN2
2443,Synapse 4,6,SMDVR,SMDDR,AIBL,SMDV,SMDD,AIB,Lateral,Lateral,Taxis,3,3,3,SMN,SMN,IN2
2444,Synapse 4,6,ASEL,AIYL,AIBL,ASE,AIY,AIB,Taxis,Taxis,Taxis,1,2,3,SN6,IN3,IN2
2445,Synapse 4,6,RIFL,AIAL,AIBL,RIF,AIA,AIB,Avoidance,Taxis,Taxis,3,2,3,IN3,IN3,IN2
2446,Synapse 4,6,AIML,ASJL,AIAL,AIM,ASJ,AIA,Taxis,Taxis,Taxis,2,1,2,IN4,SN6,IN3
2447,Synapse 4,6,AINR,AFDL,RIBL,AIN,AFD,RIB,Taxis,Taxis,Taxis,2,1,3,IN1,SN6,IN2
2448,Synapse 4,6,ASIL,AWCR,ASGL,ASI,AWC,ASG,Taxis,Taxis,Taxis,1,1,1,SN6,SN6,SN6
2449,Synapse 4,6,AIML,ASJL,ASGL,AIM,ASJ,ASG,Taxis,Taxis,Taxis,2,1,1,IN4,SN6,SN6
2450,Synapse 4,6,AINL,RIBR,AFDR,AIN,RIB,AFD,Taxis,Taxis,Taxis,2,3,1,IN4,IN2,SN6
2451,Synapse 4,6,AINL,RIBR,AUAR,AIN,RIB,AUA,Taxis,Taxis,Taxis,2,3,3,IN4,IN2,IN3
2452,Synapse 4,6,URYDL,SMDDR,AVER,URYD,SMDD,AVE,Anterior,Lateral,Anterior,1,3,3,SN1,SMN,IN1
2453,Synapse 4,6,URYDL,SMDDR,RMDVL,URYD,SMDD,RMDV,Anterior,Lateral,Anterior,1,3,3,SN1,SMN,HMN
2454,Synapse 4,6,URYDL,RMDDR,SMDDR,URYD,RMDD,SMDD,Anterior,Anterior,Lateral,1,3,3,SN1,HMN,SMN
2455,Synapse 4,6,RICL,SMDVR,SMDDR,RIC,SMDV,SMDD,Sublateral,Lateral,Lateral,3,3,3,IN2,SMN,SMN
2456,Synapse 4,6,RICL,SMDDR,SMDDL,RIC,SMDD,SMDD,Sublateral,Lateral,Lateral,3,3,3,IN2,SMN,SMN
2457,Synapse 4,6,URYVL,SMDVR,AVER,URYV,SMDV,AVE,Anterior,Lateral,Anterior,1,3,3,SN1,SMN,IN1
2458,Synapse 4,6,URYVL,SMDVR,RMDDL,URYV,SMDV,RMDD,Anterior,Lateral,Anterior,1,3,3,SN1,SMN,HMN
2459,Synapse 4,6,URYVL,IL1VL,SMDVR,URYV,IL1V,SMDV,Anterior,Anterior,Lateral,1,1,3,SN1,SN1,SMN
2460,Synapse 4,6,URYVL,SMDVR,RMDVR,URYV,SMDV,RMDV,Anterior,Lateral,Anterior,1,3,3,SN1,SMN,HMN
2461,Synapse 4,6,RIBL,SMDVR,AVER,RIB,SMDV,AVE,Taxis,Lateral,Anterior,3,3,3,IN2,SMN,IN1
2462,Synapse 4,6,RIVR,SAADL,SIAVL,RIV,SAAD,SIAV,Lateral,Lateral,Sublateral,3,3,3,HMN,IN2,SMN
2463,Synapse 4,6,OLLR,RIMR,SAADL,OLL,RIM,SAAD,Anterior,Lateral,Lateral,1,3,3,SN1,IN1,IN2
2464,Synapse 4,6,RIMR,SAADR,AVKL,RIM,SAAD,AVK,Lateral,Lateral,Lateral,3,3,3,IN1,IN2,IN2
2465,Synapse 4,6,DVC,RMFL,RIBL,DVC,RMF,RIB,Lateral,Lateral,Taxis,3,3,3,IN2,IN1,IN2
2466,Synapse 4,6,AINL,BAGL,AFDR,AIN,BAG,AFD,Taxis,Taxis,Taxis,2,1,1,IN4,SN4,SN6
2467,Synapse 4,6,AINL,BAGL,AUAR,AIN,BAG,AUA,Taxis,Taxis,Taxis,2,1,3,IN4,SN4,IN3
2468,Synapse 4,6,AINL,AUAR,AFDR,AIN,AUA,AFD,Taxis,Taxis,Taxis,2,3,1,IN4,IN3,SN6
2469,Synapse 4,6,BAGL,RIAR,AVER,BAG,RIA,AVE,Taxis,Anterior,Anterior,1,3,3,SN4,IN2,IN1
2470,Synapse 4,6,AQR,BAGL,PVCL,AQR,BAG,PVC,Avoidance,Taxis,Avoidance,1,1,3,SN4,SN4,IN1
2471,Synapse 4,6,AQR,PVPL,BAGL,AQR,PVP,BAG,Avoidance,Avoidance,Taxis,1,3,1,SN4,IN3,SN4
2472,Synapse 4,6,URYVL,RIBL,RMDDL,URYV,RIB,RMDD,Anterior,Taxis,Anterior,1,3,3,SN1,IN2,HMN
2473,Synapse 4,6,URYVL,IL1VL,RIBL,URYV,IL1V,RIB,Anterior,Anterior,Taxis,1,1,3,SN1,SN1,IN2
2474,Synapse 4,6,URYVL,RIBL,RMDVR,URYV,RIB,RMDV,Anterior,Taxis,Anterior,1,3,3,SN1,IN2,HMN
2475,Synapse 4,6,RIH,OLQVL,RIBL,RIH,OLQV,RIB,Anterior,Anterior,Taxis,3,1,3,IN4,SN1,IN2
2476,Synapse 4,6,URYVL,AVER,RMDDL,URYV,AVE,RMDD,Anterior,Anterior,Anterior,1,3,3,SN1,IN1,HMN
2477,Synapse 4,6,URYVL,IL1VL,AVER,URYV,IL1V,AVE,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,IN1
2478,Synapse 4,6,URYVL,RMDVR,AVER,URYV,RMDV,AVE,Anterior,Anterior,Anterior,1,3,3,SN1,HMN,IN1
2479,Synapse 4,6,URYDL,AVER,RMDVL,URYD,AVE,RMDV,Anterior,Anterior,Anterior,1,3,3,SN1,IN1,HMN
2480,Synapse 4,6,URYDL,RMDDR,AVER,URYD,RMDD,AVE,Anterior,Anterior,Anterior,1,3,3,SN1,HMN,IN1
2481,Synapse 4,6,CEPDL,RICL,AVER,CEPD,RIC,AVE,Sublateral,Sublateral,Anterior,1,3,3,SN1,IN2,IN1
2482,Synapse 4,6,CEPDL,RICR,AVER,CEPD,RIC,AVE,Sublateral,Sublateral,Anterior,1,3,3,SN1,IN2,IN1
2483,Synapse 4,6,CEPDL,OLQDL,AVER,CEPD,OLQD,AVE,Sublateral,Anterior,Anterior,1,1,3,SN1,SN1,IN1
2484,Synapse 4,6,CEPDL,AVER,RMDVL,CEPD,AVE,RMDV,Sublateral,Anterior,Anterior,1,3,3,SN1,IN1,HMN
2485,Synapse 4,6,CEPDL,URADL,AVER,CEPD,URAD,AVE,Sublateral,Anterior,Anterior,1,2,3,SN1,HMN,IN1
2486,Synapse 4,6,CEPDL,IL1DL,AVER,CEPD,IL1D,AVE,Sublateral,Anterior,Anterior,1,1,3,SN1,SN1,IN1
2487,Synapse 4,6,CEPDL,RMHR,AVER,CEPD,RMH,AVE,Sublateral,Sublateral,Anterior,1,3,3,SN1,HMN,IN1
2488,Synapse 4,6,CEPVL,RICL,AVER,CEPV,RIC,AVE,Anterior,Sublateral,Anterior,1,3,3,SN1,IN2,IN1
2489,Synapse 4,6,CEPVL,RICR,AVER,CEPV,RIC,AVE,Anterior,Sublateral,Anterior,1,3,3,SN1,IN2,IN1
2490,Synapse 4,6,CEPVL,AVER,RMDDL,CEPV,AVE,RMDD,Anterior,Anterior,Anterior,1,3,3,SN1,IN1,HMN
2491,Synapse 4,6,CEPVL,IL1VL,AVER,CEPV,IL1V,AVE,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,IN1
2492,Synapse 4,6,CEPVL,URAVL,AVER,CEPV,URAV,AVE,Anterior,Anterior,Anterior,1,2,3,SN1,HMN,IN1
2493,Synapse 4,6,CEPVL,OLQVL,AVER,CEPV,OLQV,AVE,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,IN1
2494,Synapse 4,6,CEPDL,CEPVL,ALML,CEPD,CEPV,ALM,Sublateral,Anterior,Avoidance,1,1,1,SN1,SN1,SN3
2495,Synapse 4,6,CEPDL,ALML,PVCL,CEPD,ALM,PVC,Sublateral,Avoidance,Avoidance,1,1,3,SN1,SN3,IN1
2496,Synapse 4,6,CEPVL,ALML,PVCL,CEPV,ALM,PVC,Anterior,Avoidance,Avoidance,1,1,3,SN1,SN3,IN1
2497,Synapse 4,6,CEPVL,OLQVL,RICR,CEPV,OLQV,RIC,Anterior,Anterior,Sublateral,1,1,3,SN1,SN1,IN2
2498,Synapse 4,6,CEPVL,OLQVL,RMDDL,CEPV,OLQV,RMDD,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
2499,Synapse 4,6,CEPVL,OLQVL,IL1VL,CEPV,OLQV,IL1V,Anterior,Anterior,Anterior,1,1,1,SN1,SN1,SN1
2500,Synapse 4,6,CEPVL,OLQVL,URAVL,CEPV,OLQV,URAV,Anterior,Anterior,Anterior,1,1,2,SN1,SN1,HMN
2501,Synapse 4,6,CEPVL,URAVL,RICL,CEPV,URAV,RIC,Anterior,Anterior,Sublateral,1,2,3,SN1,HMN,IN2
2502,Synapse 4,6,CEPVL,URAVL,RICR,CEPV,URAV,RIC,Anterior,Anterior,Sublateral,1,2,3,SN1,HMN,IN2
2503,Synapse 4,6,CEPVL,URAVL,RMDDL,CEPV,URAV,RMDD,Anterior,Anterior,Anterior,1,2,3,SN1,HMN,HMN
2504,Synapse 4,6,CEPVL,IL1VL,RICL,CEPV,IL1V,RIC,Anterior,Anterior,Sublateral,1,1,3,SN1,SN1,IN2
2505,Synapse 4,6,CEPVL,IL1VL,RICR,CEPV,IL1V,RIC,Anterior,Anterior,Sublateral,1,1,3,SN1,SN1,IN2
2506,Synapse 4,6,CEPVL,RICL,RMDDL,CEPV,RIC,RMDD,Anterior,Sublateral,Anterior,1,3,3,SN1,IN2,HMN
2507,Synapse 4,6,CEPVL,RICR,RMDDL,CEPV,RIC,RMDD,Anterior,Sublateral,Anterior,1,3,3,SN1,IN2,HMN
2508,Synapse 4,6,CEPVL,RIS,AVKL,CEPV,RIS,AVK,Anterior,Lateral,Lateral,1,3,3,SN1,IN3,IN2
2509,Synapse 4,6,CEPVL,RIS,SMDVL,CEPV,RIS,SMDV,Anterior,Lateral,Lateral,1,3,3,SN1,IN3,SMN
2510,Synapse 4,6,CEPVL,RICR,RICL,CEPV,RIC,RIC,Anterior,Sublateral,Sublateral,1,3,3,SN1,IN2,IN2
2511,Synapse 4,6,AVM,BDUL,PVCL,AVM,BDU,PVC,Avoidance,Avoidance,Avoidance,1,2,3,SN3,IN3,IN1
2512,Synapse 4,6,CEPDL,URBL,URXL,CEPD,URB,URX,Sublateral,Sublateral,Unclassified,1,3,1,SN1,IN4,SN4
2513,Synapse 4,6,CEPDL,URBL,IL1L,CEPD,URB,IL1,Sublateral,Sublateral,Anterior,1,3,1,SN1,IN4,SN1
2514,Synapse 4,6,CEPDL,URYDL,RICL,CEPD,URYD,RIC,Sublateral,Anterior,Sublateral,1,1,3,SN1,SN1,IN2
2515,Synapse 4,6,CEPDL,URYDL,RICR,CEPD,URYD,RIC,Sublateral,Anterior,Sublateral,1,1,3,SN1,SN1,IN2
2516,Synapse 4,6,CEPDL,URYDL,OLQDL,CEPD,URYD,OLQD,Sublateral,Anterior,Anterior,1,1,1,SN1,SN1,SN1
2517,Synapse 4,6,CEPDL,URYDL,URADL,CEPD,URYD,URAD,Sublateral,Anterior,Anterior,1,1,2,SN1,SN1,HMN
2518,Synapse 4,6,CEPDL,URYDL,IL1DL,CEPD,URYD,IL1D,Sublateral,Anterior,Anterior,1,1,1,SN1,SN1,SN1
2519,Synapse 4,6,CEPDL,URYDL,RMHR,CEPD,URYD,RMH,Sublateral,Anterior,Sublateral,1,1,3,SN1,SN1,HMN
2520,Synapse 4,6,CEPDL,RMHR,RICL,CEPD,RMH,RIC,Sublateral,Sublateral,Sublateral,1,3,3,SN1,HMN,IN2
2521,Synapse 4,6,CEPDL,RMHR,RICR,CEPD,RMH,RIC,Sublateral,Sublateral,Sublateral,1,3,3,SN1,HMN,IN2
2522,Synapse 4,6,CEPDL,OLQDL,RMHR,CEPD,OLQD,RMH,Sublateral,Anterior,Sublateral,1,1,3,SN1,SN1,HMN
2523,Synapse 4,6,CEPDL,RMHR,RMDVL,CEPD,RMH,RMDV,Sublateral,Sublateral,Anterior,1,3,3,SN1,HMN,HMN
2524,Synapse 4,6,CEPDL,RMHR,URADL,CEPD,RMH,URAD,Sublateral,Sublateral,Anterior,1,3,2,SN1,HMN,HMN
2525,Synapse 4,6,CEPDL,RMHR,IL1DL,CEPD,RMH,IL1D,Sublateral,Sublateral,Anterior,1,3,1,SN1,HMN,SN1
2526,Synapse 4,6,CEPDL,IL1DL,RICL,CEPD,IL1D,RIC,Sublateral,Anterior,Sublateral,1,1,3,SN1,SN1,IN2
2527,Synapse 4,6,CEPDL,IL1DL,RICR,CEPD,IL1D,RIC,Sublateral,Anterior,Sublateral,1,1,3,SN1,SN1,IN2
2528,Synapse 4,6,CEPDL,OLQDL,IL1DL,CEPD,OLQD,IL1D,Sublateral,Anterior,Anterior,1,1,1,SN1,SN1,SN1
2529,Synapse 4,6,CEPDL,IL1DL,URADL,CEPD,IL1D,URAD,Sublateral,Anterior,Anterior,1,1,2,SN1,SN1,HMN
2530,Synapse 4,6,CEPDL,URADL,RICL,CEPD,URAD,RIC,Sublateral,Anterior,Sublateral,1,2,3,SN1,HMN,IN2
2531,Synapse 4,6,CEPDL,URADL,RICR,CEPD,URAD,RIC,Sublateral,Anterior,Sublateral,1,2,3,SN1,HMN,IN2
2532,Synapse 4,6,CEPDL,OLQDL,URADL,CEPD,OLQD,URAD,Sublateral,Anterior,Anterior,1,1,2,SN1,SN1,HMN
2533,Synapse 4,6,CEPDL,URADL,RMDVL,CEPD,URAD,RMDV,Sublateral,Anterior,Anterior,1,2,3,SN1,HMN,HMN
2534,Synapse 4,6,CEPDL,RICL,RMDVL,CEPD,RIC,RMDV,Sublateral,Sublateral,Anterior,1,3,3,SN1,IN2,HMN
2535,Synapse 4,6,CEPDL,RICR,RMDVL,CEPD,RIC,RMDV,Sublateral,Sublateral,Anterior,1,3,3,SN1,IN2,HMN
2536,Synapse 4,6,CEPDL,OLQDL,RMDVL,CEPD,OLQD,RMDV,Sublateral,Anterior,Anterior,1,1,3,SN1,SN1,HMN
2537,Synapse 4,6,CEPDL,OLQDL,RICL,CEPD,OLQD,RIC,Sublateral,Anterior,Sublateral,1,1,3,SN1,SN1,IN2
2538,Synapse 4,6,CEPDL,RICR,RICL,CEPD,RIC,RIC,Sublateral,Sublateral,Sublateral,1,3,3,SN1,IN2,IN2
2539,Synapse 4,6,URXL,URBL,RICR,URX,URB,RIC,Unclassified,Sublateral,Sublateral,1,3,3,SN4,IN4,IN2
2540,Synapse 4,6,URXL,URBL,IL1L,URX,URB,IL1,Unclassified,Sublateral,Anterior,1,3,1,SN4,IN4,SN1
2541,Synapse 4,6,OLQDR,RICL,RMDDL,OLQD,RIC,RMDD,Anterior,Sublateral,Anterior,1,3,3,SN1,IN2,HMN
2542,Synapse 4,6,OLQVL,RICL,RMDVR,OLQV,RIC,RMDV,Anterior,Sublateral,Anterior,1,3,3,SN1,IN2,HMN
2543,Synapse 4,6,CEPDR,RMHL,RICL,CEPD,RMH,RIC,Sublateral,Sublateral,Sublateral,1,3,3,SN1,HMN,IN2
2544,Synapse 4,6,RICR,SMDVL,SMDDL,RIC,SMDV,SMDD,Sublateral,Lateral,Lateral,3,3,3,IN2,SMN,SMN
2545,Synapse 4,6,URBL,IL1L,RICR,URB,IL1,RIC,Sublateral,Anterior,Sublateral,3,1,3,IN4,SN1,IN2
2546,Synapse 4,6,OLQDL,RICR,RMDDR,OLQD,RIC,RMDD,Anterior,Sublateral,Anterior,1,3,3,SN1,IN2,HMN
2547,Synapse 4,6,OLQDL,RICR,SIBVL,OLQD,RIC,SIBV,Anterior,Sublateral,Sublateral,1,3,3,SN1,IN2,SMN
2548,Synapse 4,6,OLLR,SMDVL,SMDDL,OLL,SMDV,SMDD,Anterior,Lateral,Lateral,1,3,3,SN1,SMN,SMN
2549,Synapse 4,6,RIS,AVKL,SMDVL,RIS,AVK,SMDV,Lateral,Lateral,Lateral,3,3,3,IN3,IN2,SMN
2550,Synapse 4,6,URYVR,SMDVL,RMDVL,URYV,SMDV,RMDV,Anterior,Lateral,Anterior,1,3,3,SN1,SMN,HMN
2551,Synapse 4,6,URYDR,SMDDL,RMDDL,URYD,SMDD,RMDD,Anterior,Lateral,Anterior,1,3,3,SN1,SMN,HMN
2552,Synapse 4,6,RMFL,AVKL,RMDR,RMF,AVK,RMD,Lateral,Lateral,Unclassified,3,3,3,IN1,IN2,HMN
2553,Synapse 4,6,RMFL,AVKR,AVKL,RMF,AVK,AVK,Lateral,Lateral,Lateral,3,3,3,IN1,IN2,IN2
2554,Synapse 4,6,RIVL,SAADR,RMDVL,RIV,SAAD,RMDV,Lateral,Lateral,Anterior,3,3,3,HMN,IN2,HMN
2555,Synapse 4,6,RIVL,SAADR,SMDVL,RIV,SAAD,SMDV,Lateral,Lateral,Lateral,3,3,3,HMN,IN2,SMN
2556,Synapse 4,6,RIVL,SAADR,SIAVR,RIV,SAAD,SIAV,Lateral,Lateral,Sublateral,3,3,3,HMN,IN2,SMN
2557,Synapse 4,6,RMFL,AVKR,RMDR,RMF,AVK,RMD,Lateral,Lateral,Unclassified,3,3,3,IN1,IN2,HMN
2558,Synapse 4,6,RIAR,RMDDL,RMDVL,RIA,RMDD,RMDV,Anterior,Anterior,Anterior,3,3,3,IN2,HMN,HMN
2559,Synapse 4,6,OLQDL,SIBVL,RMDDR,OLQD,SIBV,RMDD,Anterior,Sublateral,Anterior,1,3,3,SN1,SMN,HMN
2560,Synapse 4,6,IL2L,OLQDL,IL1L,IL2,OLQD,IL1,Anterior,Anterior,Anterior,1,1,1,SN1,SN1,SN1
2561,Synapse 4,6,IL2L,OLQDL,RMDR,IL2,OLQD,RMD,Anterior,Anterior,Unclassified,1,1,3,SN1,SN1,HMN
2562,Synapse 4,6,RIVL,SMDVL,RMDVL,RIV,SMDV,RMDV,Lateral,Lateral,Anterior,3,3,3,HMN,SMN,HMN
2563,Synapse 4,6,RIVL,SIAVR,RMDVL,RIV,SIAV,RMDV,Lateral,Sublateral,Anterior,3,3,3,HMN,SMN,HMN
2564,Synapse 4,6,IL1L,RMDDL,RMDVL,IL1,RMDD,RMDV,Anterior,Anterior,Anterior,1,3,3,SN1,HMN,HMN
2565,Synapse 4,6,IL1L,RMDVR,RMDVL,IL1,RMDV,RMDV,Anterior,Anterior,Anterior,1,3,3,SN1,HMN,HMN
2566,Synapse 4,6,IL2DL,IL1DL,URADL,IL2D,IL1D,URAD,Anterior,Anterior,Anterior,1,1,2,SN1,SN1,HMN
2567,Synapse 4,6,IL1VL,URAVL,RMDDL,IL1V,URAV,RMDD,Anterior,Anterior,Anterior,1,2,3,SN1,HMN,HMN
2568,Synapse 4,6,IL2VL,IL1VL,RMEV,IL2V,IL1V,RMEV,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
2569,Synapse 4,6,IL2VL,IL1VL,RMEL,IL2V,IL1V,RME,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
2570,Synapse 4,6,IL2VL,IL1VL,RMER,IL2V,IL1V,RME,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
2571,Synapse 4,6,URYVL,IL1VL,RMDVR,URYV,IL1V,RMDV,Anterior,Anterior,Anterior,1,1,3,SN1,SN1,HMN
2572,Synapse 4,6,IL2VL,URAVL,RMEV,IL2V,URAV,RMEV,Anterior,Anterior,Anterior,1,2,3,SN1,HMN,HMN
2573,Synapse 4,6,IL2VL,URAVL,RMEL,IL2V,URAV,RME,Anterior,Anterior,Anterior,1,2,3,SN1,HMN,HMN
